,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
16556,23,technician,married,secondary,no,4,yes,no,cellular,20,apr,698,1,-1,0,unknown,no
16557,33,services,married,secondary,no,450,yes,no,unknown,4,jun,121,4,-1,0,unknown,no
16558,45,admin.,married,secondary,no,1214,yes,no,cellular,2,feb,150,2,189,2,failure,no
16559,44,admin.,married,secondary,no,1362,yes,no,unknown,13,may,46,1,-1,0,unknown,no
16560,38,technician,married,secondary,no,175,yes,no,unknown,30,may,264,1,-1,0,unknown,no
16561,39,technician,married,tertiary,no,108,no,no,cellular,28,may,589,3,28,2,other,no
16562,60,unemployed,divorced,secondary,no,385,yes,no,cellular,4,feb,80,1,-1,0,unknown,no
16563,34,student,married,tertiary,no,3037,yes,no,telephone,21,nov,65,1,-1,0,unknown,no
16564,46,admin.,single,secondary,no,1790,yes,no,unknown,5,jun,214,5,-1,0,unknown,no
16565,43,admin.,divorced,secondary,no,777,yes,no,unknown,2,jun,130,2,-1,0,unknown,no
16566,36,management,single,tertiary,no,2706,no,no,cellular,31,jul,75,3,-1,0,unknown,no
16567,51,blue-collar,married,primary,no,1127,yes,no,unknown,6,may,47,1,-1,0,unknown,no
16568,26,management,single,tertiary,no,205,no,no,unknown,26,may,111,1,-1,0,unknown,no
16569,54,admin.,divorced,secondary,no,200,no,no,cellular,3,jun,170,1,-1,0,unknown,yes
16570,30,admin.,married,secondary,no,874,yes,no,cellular,22,jul,93,2,-1,0,unknown,no
16571,34,technician,single,secondary,no,341,no,yes,cellular,29,jan,136,1,262,3,failure,no
16572,57,services,married,secondary,no,2476,yes,no,cellular,7,aug,239,1,459,1,success,no
16573,48,admin.,married,secondary,no,8,no,yes,cellular,7,jul,46,1,-1,0,unknown,no
16574,51,entrepreneur,married,tertiary,no,228,yes,no,cellular,7,may,72,1,-1,0,unknown,no
16575,48,admin.,married,secondary,no,0,yes,no,cellular,17,jul,109,4,-1,0,unknown,no
16576,35,technician,married,secondary,no,483,yes,no,cellular,11,jul,165,2,-1,0,unknown,no
16577,59,retired,married,primary,no,1427,no,no,unknown,18,jun,140,2,-1,0,unknown,no
16578,26,admin.,single,secondary,no,160,no,yes,cellular,4,may,172,2,-1,0,unknown,no
16579,30,management,single,tertiary,no,12857,yes,no,cellular,6,nov,150,1,-1,0,unknown,yes
16580,25,technician,single,secondary,no,1135,yes,no,unknown,12,may,396,3,-1,0,unknown,no
16581,45,blue-collar,married,secondary,no,-376,yes,no,unknown,26,may,162,4,-1,0,unknown,no
16582,36,technician,married,secondary,no,283,yes,yes,unknown,27,jun,56,2,-1,0,unknown,no
16583,35,blue-collar,married,primary,yes,-1489,yes,yes,unknown,29,may,177,1,-1,0,unknown,no
16584,50,services,married,secondary,yes,0,no,no,telephone,31,jul,35,9,-1,0,unknown,no
16585,35,management,single,tertiary,no,6659,yes,no,unknown,21,may,83,1,-1,0,unknown,no
16586,51,technician,married,tertiary,no,825,no,no,cellular,17,nov,977,3,-1,0,unknown,yes
16587,52,entrepreneur,married,secondary,no,3332,yes,yes,cellular,13,may,182,4,-1,0,unknown,no
16588,31,technician,single,secondary,no,7567,no,no,cellular,11,aug,70,2,-1,0,unknown,no
16589,51,admin.,divorced,tertiary,no,178,yes,no,cellular,4,feb,184,2,-1,0,unknown,no
16590,46,blue-collar,married,primary,no,776,no,yes,telephone,11,jul,76,2,-1,0,unknown,no
16591,33,services,married,secondary,no,968,yes,no,cellular,14,may,204,5,-1,0,unknown,no
16592,41,management,married,tertiary,no,3348,no,no,cellular,4,aug,74,1,-1,0,unknown,no
16593,29,management,single,secondary,no,0,yes,no,cellular,22,jul,403,7,-1,0,unknown,no
16594,25,blue-collar,single,tertiary,no,1395,yes,no,cellular,15,may,268,1,-1,0,unknown,no
16595,35,blue-collar,single,tertiary,no,0,yes,no,cellular,21,jul,262,4,-1,0,unknown,no
16596,26,services,single,secondary,yes,0,no,yes,cellular,22,jul,240,10,-1,0,unknown,no
16597,59,technician,married,secondary,no,10925,no,no,cellular,21,apr,100,1,-1,0,unknown,yes
16598,43,technician,married,secondary,no,328,no,no,cellular,22,aug,79,2,-1,0,unknown,no
16599,28,management,married,tertiary,no,1480,yes,no,cellular,18,may,143,1,-1,0,unknown,no
16600,58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes
16601,31,services,single,secondary,no,481,yes,no,unknown,21,may,114,2,-1,0,unknown,no
16602,24,blue-collar,single,secondary,no,1,yes,no,cellular,11,may,79,2,-1,0,unknown,no
16603,50,admin.,married,secondary,no,0,yes,yes,unknown,26,jun,626,2,-1,0,unknown,no
16604,45,services,married,secondary,no,350,yes,yes,unknown,13,may,146,1,-1,0,unknown,no
16605,43,technician,married,secondary,no,1824,yes,no,unknown,8,may,296,1,-1,0,unknown,no
16606,35,services,single,secondary,no,511,yes,yes,unknown,23,may,472,1,-1,0,unknown,no
16607,34,technician,married,secondary,no,0,yes,no,cellular,15,jul,144,1,-1,0,unknown,no
16608,30,management,single,tertiary,no,3967,yes,no,unknown,23,may,534,1,-1,0,unknown,no
16609,36,technician,single,tertiary,no,197,no,no,cellular,30,apr,260,1,-1,0,unknown,yes
16610,30,technician,divorced,tertiary,no,-317,yes,no,unknown,7,may,381,2,-1,0,unknown,no
16611,31,technician,divorced,secondary,no,646,yes,no,unknown,30,may,294,3,-1,0,unknown,no
16612,31,housemaid,married,primary,no,-184,yes,no,cellular,24,jul,326,1,-1,0,unknown,no
16613,49,management,divorced,tertiary,no,2564,yes,no,cellular,31,jul,744,8,-1,0,unknown,no
16614,29,management,married,tertiary,no,20,yes,no,cellular,12,may,418,1,-1,0,unknown,no
16615,50,admin.,married,secondary,no,512,yes,yes,cellular,17,apr,77,3,338,3,failure,no
16616,42,technician,married,secondary,no,827,no,no,cellular,25,aug,153,3,-1,0,unknown,no
16617,40,technician,married,secondary,no,158,yes,no,cellular,16,apr,208,1,-1,0,unknown,no
16618,30,management,single,tertiary,no,499,yes,no,cellular,13,aug,92,2,90,1,failure,no
16619,43,entrepreneur,married,secondary,no,3766,no,no,cellular,18,nov,84,4,-1,0,unknown,no
16620,35,technician,divorced,tertiary,no,1718,yes,yes,cellular,17,nov,74,1,167,16,other,no
16621,26,admin.,single,secondary,yes,-930,yes,no,cellular,14,may,786,1,-1,0,unknown,yes
16622,57,retired,married,unknown,no,1621,yes,no,unknown,19,jun,108,1,-1,0,unknown,no
16623,27,technician,married,secondary,no,374,yes,no,unknown,19,may,188,2,-1,0,unknown,no
16624,43,admin.,single,secondary,no,445,yes,no,unknown,19,may,546,2,-1,0,unknown,no
16625,56,blue-collar,married,primary,no,278,no,yes,cellular,9,jul,261,3,-1,0,unknown,no
16626,50,management,married,tertiary,no,109,yes,no,cellular,13,aug,185,2,-1,0,unknown,no
16627,57,retired,married,primary,no,3288,no,no,cellular,19,aug,186,4,-1,0,unknown,no
16628,66,retired,married,primary,no,2883,no,no,cellular,23,apr,158,1,-1,0,unknown,yes
16629,36,services,married,secondary,no,488,yes,no,cellular,6,feb,220,5,-1,0,unknown,no
16630,76,retired,married,unknown,no,8919,no,no,cellular,28,jan,231,1,-1,0,unknown,no
16631,33,unemployed,single,secondary,no,177,no,no,unknown,8,may,75,4,-1,0,unknown,no
16632,38,admin.,single,secondary,no,623,yes,yes,unknown,29,may,44,1,-1,0,unknown,no
16633,23,admin.,single,secondary,no,178,yes,no,unknown,16,may,107,1,-1,0,unknown,no
16634,38,technician,married,secondary,no,0,yes,no,unknown,21,may,73,1,-1,0,unknown,no
16635,34,technician,single,secondary,no,1763,no,no,cellular,11,aug,246,2,-1,0,unknown,no
16636,28,admin.,single,secondary,no,25,yes,no,unknown,5,jun,109,2,-1,0,unknown,no
16637,35,management,married,tertiary,no,46,yes,no,cellular,13,aug,96,2,-1,0,unknown,no
16638,33,blue-collar,married,secondary,no,0,no,yes,cellular,18,jul,453,3,-1,0,unknown,no
16639,34,admin.,married,secondary,no,1651,no,no,cellular,4,feb,246,1,-1,0,unknown,no
16640,35,management,single,tertiary,no,3140,no,no,unknown,12,jun,130,3,-1,0,unknown,no
16641,42,unknown,single,primary,no,2398,yes,no,cellular,3,feb,144,2,271,2,failure,no
16642,52,unemployed,married,secondary,no,5091,no,no,cellular,26,may,309,1,-1,0,unknown,no
16643,38,self-employed,single,tertiary,no,5774,yes,no,cellular,15,may,406,4,359,5,other,yes
16644,41,blue-collar,married,secondary,no,641,yes,no,unknown,13,may,161,1,-1,0,unknown,no
16645,48,management,married,secondary,no,410,yes,no,cellular,12,may,116,1,-1,0,unknown,no
16646,43,management,married,primary,no,0,yes,yes,cellular,20,nov,123,3,-1,0,unknown,no
16647,32,blue-collar,single,secondary,no,-219,yes,no,cellular,7,may,446,6,342,2,failure,no
16648,35,management,married,tertiary,no,1471,yes,yes,cellular,13,aug,236,3,-1,0,unknown,no
16649,26,admin.,married,tertiary,no,685,yes,no,unknown,26,may,346,2,-1,0,unknown,no
16650,48,entrepreneur,married,secondary,no,151,no,no,cellular,16,jul,191,1,-1,0,unknown,no
16651,31,blue-collar,single,secondary,no,11639,yes,no,cellular,7,may,1191,1,-1,0,unknown,no
16652,42,technician,single,secondary,no,275,no,no,cellular,29,jul,522,3,-1,0,unknown,no
16653,27,management,married,tertiary,no,312,no,no,telephone,5,feb,251,1,-1,0,unknown,no
16654,35,self-employed,married,primary,no,2086,yes,no,cellular,21,nov,254,7,-1,0,unknown,no
16655,35,blue-collar,single,primary,no,3339,yes,no,unknown,6,jun,304,2,-1,0,unknown,no
16656,38,technician,divorced,tertiary,no,1805,no,no,unknown,9,jun,952,2,-1,0,unknown,yes
16657,39,self-employed,divorced,secondary,no,0,yes,no,unknown,23,may,210,2,-1,0,unknown,no
16658,31,management,single,tertiary,no,0,no,no,cellular,28,aug,35,31,-1,0,unknown,no
16659,42,admin.,married,primary,no,-306,yes,no,cellular,17,aug,308,1,459,1,success,yes
16660,56,admin.,married,secondary,no,0,yes,no,telephone,19,nov,154,2,-1,0,unknown,no
16661,36,admin.,married,secondary,no,639,yes,no,unknown,6,may,191,1,-1,0,unknown,no
16662,36,blue-collar,single,secondary,no,284,no,no,unknown,9,jun,114,1,-1,0,unknown,no
16663,41,management,married,tertiary,no,-195,no,yes,cellular,20,nov,112,1,-1,0,unknown,no
16664,52,management,married,unknown,no,339,no,no,telephone,5,feb,124,7,-1,0,unknown,no
16665,37,self-employed,married,primary,no,0,no,no,unknown,7,may,112,4,-1,0,unknown,no
16666,70,housemaid,divorced,primary,no,1311,no,no,cellular,11,aug,651,1,-1,0,unknown,yes
16667,48,management,married,tertiary,no,2218,yes,no,unknown,13,may,43,2,-1,0,unknown,no
16668,55,retired,married,secondary,no,1279,yes,no,cellular,13,may,446,3,357,8,other,no
16669,67,retired,married,tertiary,no,1341,no,no,cellular,13,feb,706,1,-1,0,unknown,yes
16670,46,housemaid,married,secondary,no,38,no,no,cellular,27,may,181,3,183,1,success,yes
16671,75,retired,married,secondary,no,324,no,no,telephone,12,nov,124,2,91,4,other,no
16672,29,housemaid,single,secondary,no,718,yes,no,unknown,8,may,91,3,-1,0,unknown,no
16673,47,management,married,secondary,no,794,yes,yes,cellular,17,nov,564,2,-1,0,unknown,no
16674,52,self-employed,single,secondary,no,207,no,yes,cellular,18,nov,179,1,-1,0,unknown,no
16675,28,student,single,secondary,no,5916,no,no,cellular,20,mar,93,5,-1,0,unknown,no
16676,39,blue-collar,married,primary,no,2862,yes,no,unknown,28,may,227,2,-1,0,unknown,no
16677,60,admin.,divorced,secondary,no,12039,no,no,telephone,12,oct,261,1,187,1,success,yes
16678,35,blue-collar,married,secondary,no,0,yes,yes,cellular,24,jul,250,1,-1,0,unknown,no
16679,38,blue-collar,married,secondary,no,1102,yes,no,unknown,23,may,159,3,-1,0,unknown,no
16680,45,admin.,married,secondary,no,25,yes,no,unknown,28,may,82,4,-1,0,unknown,no
16681,54,services,single,secondary,no,0,no,no,cellular,23,sep,209,1,-1,0,unknown,yes
16682,22,student,single,secondary,no,2488,no,no,cellular,8,nov,449,2,38,10,other,yes
16683,55,unknown,married,tertiary,no,3567,no,no,cellular,30,apr,85,1,-1,0,unknown,no
16684,45,technician,divorced,secondary,no,29,no,no,unknown,12,jun,385,1,-1,0,unknown,no
16685,29,management,single,tertiary,no,265,no,no,cellular,24,aug,130,2,94,1,success,yes
16686,36,technician,single,tertiary,no,162,yes,no,unknown,20,may,216,2,-1,0,unknown,no
16687,42,blue-collar,married,primary,no,1752,yes,no,unknown,16,jun,19,21,-1,0,unknown,no
16688,31,blue-collar,single,secondary,no,4415,yes,no,unknown,2,jun,329,1,-1,0,unknown,no
16689,30,technician,single,secondary,no,156,yes,no,cellular,25,may,157,4,363,5,failure,no
16690,58,housemaid,married,primary,no,5278,yes,no,unknown,4,jun,763,4,-1,0,unknown,no
16691,20,student,single,secondary,no,130,no,no,telephone,4,may,75,3,-1,0,unknown,no
16692,33,unknown,married,tertiary,no,0,yes,no,unknown,20,jun,27,16,-1,0,unknown,no
16693,34,technician,single,secondary,no,1183,yes,no,unknown,20,may,438,2,-1,0,unknown,no
16694,31,services,single,tertiary,no,2332,no,no,cellular,17,feb,228,1,-1,0,unknown,no
16695,37,technician,single,secondary,no,300,no,no,cellular,12,aug,82,1,-1,0,unknown,no
16696,55,services,married,secondary,no,4263,no,no,cellular,14,aug,93,2,-1,0,unknown,no
16697,28,technician,single,tertiary,no,172,yes,yes,cellular,2,feb,194,2,-1,0,unknown,no
16698,54,services,married,secondary,no,468,no,no,unknown,17,jun,207,3,-1,0,unknown,no
16699,33,technician,single,tertiary,no,176,no,no,cellular,29,aug,112,2,-1,0,unknown,no
16700,26,technician,single,tertiary,no,686,yes,no,unknown,30,may,98,2,-1,0,unknown,no
16701,50,blue-collar,married,primary,no,2590,yes,no,unknown,9,may,257,6,-1,0,unknown,no
16702,47,technician,married,tertiary,no,-744,yes,yes,cellular,20,nov,1256,1,-1,0,unknown,no
16703,52,management,divorced,tertiary,no,3,no,no,unknown,1,jul,28,1,-1,0,unknown,no
16704,51,self-employed,married,secondary,no,383,yes,no,cellular,20,apr,164,1,-1,0,unknown,no
16705,47,blue-collar,divorced,secondary,no,25,no,yes,cellular,16,jul,81,6,-1,0,unknown,no
16706,32,management,married,secondary,no,251,no,no,cellular,25,aug,272,6,-1,0,unknown,no
16707,34,management,married,tertiary,no,6808,yes,no,cellular,21,nov,8,3,-1,0,unknown,no
16708,36,management,single,tertiary,no,854,yes,yes,cellular,15,jul,503,6,-1,0,unknown,no
16709,31,admin.,single,secondary,no,-182,yes,no,cellular,7,jul,181,2,-1,0,unknown,no
16710,25,admin.,single,tertiary,no,1056,yes,no,cellular,15,may,363,1,-1,0,unknown,no
16711,32,technician,married,tertiary,no,-1053,yes,no,cellular,21,jul,357,3,-1,0,unknown,no
16712,29,services,single,tertiary,no,1788,no,no,cellular,4,feb,303,1,100,1,success,no
16713,44,management,divorced,tertiary,no,3,no,no,cellular,6,may,248,1,-1,0,unknown,no
16714,44,blue-collar,single,primary,no,-234,yes,yes,cellular,15,may,71,3,347,1,failure,no
16715,33,admin.,single,secondary,no,0,yes,no,cellular,14,jul,166,3,-1,0,unknown,no
16716,46,admin.,divorced,secondary,no,1203,no,no,cellular,30,jul,227,8,-1,0,unknown,no
16717,30,admin.,single,secondary,no,115,yes,no,unknown,6,may,66,3,-1,0,unknown,no
16718,80,retired,divorced,primary,no,5861,no,no,telephone,26,apr,92,8,-1,0,unknown,no
16719,37,technician,married,secondary,no,630,no,no,cellular,8,aug,241,6,-1,0,unknown,no
16720,53,management,divorced,tertiary,no,6388,yes,no,telephone,23,jul,203,2,-1,0,unknown,no
16721,44,admin.,married,secondary,no,1074,yes,no,cellular,11,jul,911,2,-1,0,unknown,yes
16722,47,technician,married,tertiary,no,282,yes,no,unknown,16,may,433,1,-1,0,unknown,no
16723,49,management,single,tertiary,no,11,no,no,cellular,22,aug,251,2,-1,0,unknown,no
16724,34,management,single,tertiary,no,3282,yes,no,cellular,24,jul,143,4,-1,0,unknown,no
16725,26,management,divorced,tertiary,yes,-402,no,yes,unknown,12,may,127,2,-1,0,unknown,no
16726,43,technician,single,secondary,no,28,yes,no,unknown,14,may,2241,4,-1,0,unknown,no
16727,32,services,married,secondary,no,0,yes,yes,unknown,7,may,255,2,-1,0,unknown,no
16728,42,management,married,tertiary,no,36,no,no,cellular,14,aug,366,2,-1,0,unknown,no
16729,54,blue-collar,married,secondary,no,219,yes,no,unknown,14,may,341,5,-1,0,unknown,no
16730,62,blue-collar,married,primary,no,115,no,no,telephone,29,oct,157,4,183,3,failure,no
16731,31,management,married,tertiary,no,720,yes,no,cellular,9,nov,94,3,-1,0,unknown,no
16732,40,blue-collar,married,secondary,no,6767,yes,no,cellular,20,nov,97,2,-1,0,unknown,no
16733,34,blue-collar,married,secondary,no,187,yes,no,unknown,12,may,379,2,-1,0,unknown,no
16734,48,admin.,divorced,secondary,no,4099,no,no,cellular,2,apr,397,2,-1,0,unknown,yes
16735,43,admin.,married,secondary,no,2576,yes,no,cellular,17,nov,143,2,-1,0,unknown,no
16736,44,technician,married,secondary,no,2626,yes,no,cellular,18,nov,170,2,188,3,failure,no
16737,36,blue-collar,married,secondary,no,1554,yes,no,unknown,12,may,325,4,-1,0,unknown,no
16738,27,services,single,secondary,no,3791,yes,no,unknown,28,may,231,1,-1,0,unknown,no
16739,38,technician,married,secondary,no,299,no,no,cellular,22,aug,200,1,-1,0,unknown,no
16740,31,management,married,tertiary,no,2229,yes,no,unknown,26,may,90,4,-1,0,unknown,no
16741,32,services,married,secondary,no,206,yes,yes,unknown,12,may,370,1,-1,0,unknown,no
16742,35,blue-collar,married,secondary,no,-461,no,no,unknown,23,may,339,1,-1,0,unknown,no
16743,54,services,married,primary,no,198,yes,no,cellular,31,jul,69,3,-1,0,unknown,no
16744,26,blue-collar,single,secondary,no,940,yes,no,unknown,6,jun,237,3,-1,0,unknown,no
16745,58,housemaid,married,primary,no,0,no,no,cellular,3,jun,334,3,79,3,other,no
16746,50,management,married,tertiary,no,830,no,no,unknown,2,jul,60,2,-1,0,unknown,no
16747,35,admin.,married,secondary,no,561,yes,no,cellular,5,may,168,2,-1,0,unknown,no
16748,36,blue-collar,married,primary,no,871,yes,yes,telephone,18,nov,2,1,-1,0,unknown,no
16749,29,management,married,tertiary,no,727,yes,no,cellular,17,jul,87,1,-1,0,unknown,no
16750,31,blue-collar,married,primary,no,-848,yes,no,unknown,23,may,559,3,-1,0,unknown,no
16751,33,admin.,divorced,secondary,no,140,yes,no,unknown,8,may,139,1,-1,0,unknown,no
16752,40,management,single,tertiary,no,1845,yes,no,unknown,3,jun,134,3,-1,0,unknown,no
16753,50,admin.,divorced,secondary,no,1111,yes,no,cellular,17,apr,50,1,-1,0,unknown,no
16754,21,student,single,secondary,no,2488,no,no,cellular,12,oct,180,1,-1,0,unknown,yes
16755,35,blue-collar,married,secondary,no,106,yes,no,cellular,14,apr,252,5,-1,0,unknown,no
16756,36,blue-collar,married,secondary,no,0,yes,yes,cellular,20,apr,240,1,326,1,success,no
16757,39,technician,divorced,secondary,no,8,no,no,cellular,29,aug,1028,2,-1,0,unknown,no
16758,27,technician,single,secondary,no,-646,yes,no,cellular,25,jul,135,8,-1,0,unknown,no
16759,27,services,single,secondary,no,302,no,no,cellular,8,jan,151,1,189,1,success,no
16760,33,services,married,secondary,no,39,yes,no,unknown,4,jun,66,4,-1,0,unknown,no
16761,35,blue-collar,married,secondary,no,1388,yes,no,unknown,28,may,119,5,-1,0,unknown,no
16762,37,technician,married,secondary,no,7957,no,no,cellular,19,nov,706,1,111,2,failure,no
16763,31,entrepreneur,single,tertiary,no,566,yes,no,cellular,29,jul,333,8,-1,0,unknown,no
16764,41,entrepreneur,married,secondary,no,2480,yes,no,unknown,11,jun,394,2,-1,0,unknown,no
16765,62,management,married,tertiary,no,7458,no,no,cellular,30,oct,212,2,-1,0,unknown,yes
16766,59,admin.,married,primary,no,4387,yes,no,telephone,16,jul,73,6,-1,0,unknown,no
16767,33,unemployed,divorced,secondary,no,1005,yes,no,unknown,20,may,229,2,-1,0,unknown,no
16768,48,management,single,tertiary,no,399,no,yes,cellular,7,aug,126,1,-1,0,unknown,no
16769,53,retired,single,secondary,no,1421,yes,no,unknown,13,may,225,2,-1,0,unknown,no
16770,34,management,single,tertiary,no,13014,no,no,cellular,12,feb,637,1,183,1,success,yes
16771,31,management,single,tertiary,no,98,no,no,cellular,11,aug,69,2,-1,0,unknown,no
16772,48,services,single,primary,no,1499,yes,no,cellular,12,may,17,7,-1,0,unknown,no
16773,46,services,divorced,secondary,no,0,no,no,unknown,20,jun,1023,3,-1,0,unknown,yes
16774,38,blue-collar,married,primary,no,4406,yes,no,telephone,13,may,689,2,-1,0,unknown,yes
16775,53,unknown,married,unknown,no,1347,no,no,unknown,5,jun,92,2,-1,0,unknown,no
16776,53,admin.,married,tertiary,no,944,yes,no,cellular,24,feb,128,1,-1,0,unknown,no
16777,29,services,married,tertiary,no,62,yes,yes,unknown,16,may,280,2,-1,0,unknown,no
16778,38,blue-collar,divorced,secondary,no,1686,yes,no,unknown,19,jun,9,28,-1,0,unknown,no
16779,43,blue-collar,married,secondary,no,545,yes,no,cellular,21,nov,144,1,-1,0,unknown,no
16780,45,blue-collar,single,secondary,no,615,yes,no,cellular,15,may,133,1,-1,0,unknown,no
16781,57,retired,married,secondary,no,1841,no,no,cellular,18,dec,127,2,196,1,success,no
16782,32,blue-collar,married,primary,no,1877,yes,no,unknown,16,may,601,1,-1,0,unknown,no
16783,49,technician,married,tertiary,no,523,yes,no,cellular,2,jun,712,1,60,3,failure,yes
16784,35,blue-collar,married,primary,no,151,yes,no,cellular,11,may,301,2,298,6,failure,no
16785,45,blue-collar,divorced,primary,no,-207,no,no,cellular,15,jul,878,2,-1,0,unknown,yes
16786,26,blue-collar,single,secondary,no,463,no,yes,cellular,2,jul,248,2,-1,0,unknown,yes
16787,45,blue-collar,married,primary,no,700,yes,no,telephone,13,may,29,4,-1,0,unknown,no
16788,37,blue-collar,single,secondary,no,263,no,no,cellular,11,jul,143,2,-1,0,unknown,no
16789,30,management,married,tertiary,no,24,yes,no,cellular,29,jan,207,2,-1,0,unknown,no
16790,37,blue-collar,married,secondary,no,-100,yes,no,cellular,18,may,108,2,349,2,failure,no
16791,45,blue-collar,married,secondary,no,640,yes,no,cellular,4,may,447,1,-1,0,unknown,yes
16792,31,self-employed,married,tertiary,no,5,yes,yes,cellular,21,nov,635,1,135,2,failure,yes
16793,33,unemployed,married,secondary,no,-12,no,yes,cellular,21,jul,77,2,-1,0,unknown,no
16794,25,student,single,secondary,no,358,no,no,cellular,16,nov,330,1,-1,0,unknown,yes
16795,41,management,married,tertiary,no,1143,yes,no,cellular,5,feb,134,1,8,2,other,no
16796,47,management,married,tertiary,no,699,no,no,cellular,5,aug,432,3,97,2,success,no
16797,50,technician,divorced,secondary,no,380,yes,no,cellular,29,jan,492,1,-1,0,unknown,no
16798,44,blue-collar,single,tertiary,no,827,yes,no,unknown,18,jun,65,4,-1,0,unknown,no
16799,36,blue-collar,divorced,secondary,no,7051,no,yes,cellular,15,jul,106,13,-1,0,unknown,no
16800,53,management,married,tertiary,no,75,no,no,cellular,20,aug,216,2,-1,0,unknown,no
16801,31,unemployed,single,secondary,no,199,yes,no,unknown,16,may,86,1,-1,0,unknown,no
16802,59,management,married,primary,no,0,yes,no,cellular,8,may,130,1,-1,0,unknown,no
16803,34,blue-collar,single,secondary,no,855,yes,no,cellular,16,jul,578,1,-1,0,unknown,yes
16804,43,housemaid,married,secondary,no,5233,no,no,unknown,18,jun,108,2,-1,0,unknown,no
16805,55,management,divorced,tertiary,no,1598,no,no,cellular,22,aug,607,4,-1,0,unknown,no
16806,46,blue-collar,married,primary,no,143,yes,no,unknown,7,may,279,1,-1,0,unknown,no
16807,30,student,single,secondary,no,48,no,no,cellular,25,feb,217,1,191,2,success,yes
16808,40,management,divorced,tertiary,no,290,yes,no,unknown,27,may,184,1,-1,0,unknown,no
16809,43,management,married,tertiary,no,445,no,yes,unknown,20,jun,196,4,-1,0,unknown,no
16810,32,management,divorced,tertiary,no,12,no,no,cellular,17,jul,321,1,-1,0,unknown,no
16811,37,blue-collar,married,secondary,no,395,yes,no,cellular,17,apr,157,2,-1,0,unknown,no
16812,36,technician,married,secondary,no,1319,yes,no,unknown,12,jun,264,1,-1,0,unknown,no
16813,34,management,married,tertiary,no,2599,no,no,cellular,16,nov,95,1,200,2,success,no
16814,40,technician,married,secondary,no,170,no,no,cellular,28,aug,12,24,-1,0,unknown,no
16815,39,management,married,tertiary,no,1424,yes,no,cellular,12,aug,254,2,-1,0,unknown,no
16816,37,services,married,secondary,no,775,no,yes,cellular,25,jul,1000,1,-1,0,unknown,yes
16817,42,admin.,single,secondary,no,0,yes,no,cellular,5,may,127,1,-1,0,unknown,no
16818,33,technician,single,secondary,no,0,yes,no,cellular,9,feb,91,3,236,4,other,no
16819,38,management,married,tertiary,no,389,yes,no,unknown,6,may,262,1,-1,0,unknown,no
16820,49,technician,married,secondary,no,652,no,no,cellular,17,nov,198,2,-1,0,unknown,no
16821,57,blue-collar,divorced,primary,no,3111,no,no,unknown,16,jun,92,6,-1,0,unknown,no
16822,38,blue-collar,married,secondary,no,171,yes,yes,unknown,20,may,172,1,-1,0,unknown,no
16823,34,management,married,tertiary,no,6203,no,no,telephone,21,nov,34,2,-1,0,unknown,no
16824,29,management,married,tertiary,no,4328,no,no,cellular,27,apr,121,8,-1,0,unknown,no
16825,33,admin.,married,secondary,no,471,yes,no,unknown,2,jun,214,2,-1,0,unknown,no
16826,50,services,married,secondary,no,1545,no,no,cellular,28,aug,56,8,-1,0,unknown,no
16827,31,services,married,secondary,no,1129,yes,no,unknown,9,may,231,2,-1,0,unknown,no
16828,24,student,single,secondary,no,23878,no,no,cellular,26,may,133,1,97,1,success,yes
16829,46,blue-collar,married,primary,no,10333,yes,no,unknown,9,jun,579,4,-1,0,unknown,no
16830,54,housemaid,married,primary,no,179,no,no,cellular,22,aug,132,2,-1,0,unknown,no
16831,43,technician,divorced,unknown,no,205,yes,no,unknown,5,may,1419,1,-1,0,unknown,no
16832,30,services,divorced,secondary,no,98,yes,no,unknown,7,may,155,1,-1,0,unknown,no
16833,56,management,divorced,tertiary,no,442,no,no,unknown,28,may,77,3,-1,0,unknown,no
16834,36,entrepreneur,married,tertiary,no,99,yes,no,cellular,21,jul,165,2,-1,0,unknown,no
16835,52,entrepreneur,married,tertiary,yes,-468,no,no,cellular,8,jul,534,1,-1,0,unknown,yes
16836,39,self-employed,married,secondary,no,454,yes,no,cellular,25,aug,171,8,-1,0,unknown,no
16837,37,admin.,single,tertiary,no,3954,yes,no,cellular,12,aug,87,1,117,2,failure,no
16838,50,blue-collar,married,primary,no,1203,yes,yes,unknown,28,may,66,7,-1,0,unknown,no
16839,34,admin.,married,secondary,no,45,yes,no,cellular,18,nov,79,1,-1,0,unknown,no
16840,31,self-employed,single,tertiary,no,1536,yes,no,cellular,13,may,388,1,-1,0,unknown,no
16841,44,entrepreneur,married,tertiary,no,3850,no,no,cellular,3,feb,130,2,-1,0,unknown,no
16842,29,services,single,secondary,no,2,yes,no,cellular,6,may,403,4,-1,0,unknown,no
16843,28,admin.,single,secondary,no,261,yes,yes,cellular,29,jan,254,3,142,6,success,yes
16844,53,blue-collar,married,secondary,no,1027,no,no,cellular,21,nov,102,1,121,1,failure,no
16845,37,services,married,secondary,no,-58,yes,no,unknown,16,jun,146,3,-1,0,unknown,no
16846,27,unemployed,single,secondary,no,268,yes,no,cellular,5,may,188,1,-1,0,unknown,no
